ICAOIATAKEY,ICAOCODE,IATACODE,DESCRIPTION,LAT,LON
3436,GVNP,RAI,PRAIA INTERNATIONAL,14.9245,-23.4935
1439,VARK,RAJ,RAJKOT,22.309183,70.779525
3406,GMMX,RAK,MARRAKECH,31.606886,-8.0363
2300,YRNG,RAM,RAMINGINING,-12.3564,134.898
3317,SBRP,RAO,RIBEIRAO PRETO-LEITE LOPES,-21.134167,-47.774189
1026,NCRG,RAR,RAROTONGA,-21.202739,-159.805556
2798,OIGG,RAS,RASHT,37.325314,49.605817
2060,USNR,RAT,RADUZHNY,62.1586,77.3289
3401,GMME,RBA,RABAT,34.051467,-6.751519
2302,YROI,RBC,ROBINVALE,,
693,L35,RBF,BIG BEAR CITY,,
2419,RJCR,RBJ,REBUN,,
624,F70,RBK,FRENCH VALLEY,,
596,EDMS,RBM,WALLMUHLE,48.90095,12.518186
3314,SBRB,RBR,RIO BRANCO-PRESIDENTE MEDICI,-9.583,-67.4836
2287,YORB,RBS,ORBOST,,
325,HKMB,RBT,MARSABIT,,
134,PARB,RBY,RUBY,,
138,PARY,RBY,RUBY,64.7272,-155.47
3840,FARB,RCB,RICHARDS BAY,-28.741039,32.092111
2711,SKRH,RCH,RIOHACHA,11.526222,-72.925958
2299,YRMD,RCM,RICHMOND,,
801,LFDN,RCO,ROCHEFORT-ST.AGNAN,45.887779,-0.983056
3206,SATR,RCQ,RECONQUISTA,-29.210278,-59.68
475,EGTO,RCS,ROCHESTER,,
3194,SAOC,RCU,RIO CUARTO/AREA DE MATERIAL,-33.085128,-64.261314
646,GOSR,RDT,RICHARD TOLL,,
2877,PRDV,RDV,RED DEVIL,,
797,LFCR,RDZ,RODEZ MARCILLAC,44.407869,2.482672
3315,SBRF,REC,RECIFE GUARARAPES,-8.126794,-34.923039
3683,LICR,REG,REGGIO CALABRIA,38.071206,15.651556
2000,SOOR,REI,REGINA,,
2536,SAVT,REL,TRELEW ALMIRANTE ZAR,-43.2105,-65.270319
1415,UWOO,REN,ORENBURG TSENTRAINY,51.795786,55.456744
1447,VDSR,REP,SIEM REAP,13.410666,103.81284
3197,SARE,RES,RESISTENCIA,-27.449986,-59.056125
609,ENRS,RET,ROST,67.5278,12.1033
758,LERS,REU,REUS,41.147392,1.167172
3234,MMRX,REX,REYNOSA ARPT,26.008908,-98.228513
3963,NTTR,RFP,UTUROA,-16.722861,-151.465856
2540,SAWE,RGA,RIO GRANDE,-53.777667,-67.749389
1450,VEBG,RGH,BALURGHAT,,
1045,NTTG,RGI,RANGIROA,-14.954283,-147.6608
2541,SAWG,RGL,RIO GALLEGOS,-51.608875,-69.312636
2675,VYYY,RGN,YANGON,16.907305,96.133222
3215,WIPR,RGT,JAPURA,-0.352808,102.334917
3622,LFSR,RHE,REIMS CHAMPAGNE,49.31,4.05
3657,LGRP,RHO,RHODOS DIAGORAS,36.405419,28.086192
3322,SBSM,RIA,SANTA MARIA,-29.711358,-53.688153
3699,SLRI,RIB,CAP DE AV SELIN ZEITUN LOPEZ,-11,-66
2427,RJER,RIS,RISHIRI,45.242006,141.186431
3800,EVRA,RIX,RIGA SKULTE,56.923611,23.971111
40,OYRN,RIY,RIYAN/MUKALLA,14.662639,49.375028
2628,VORY,RJA,RAJAHMUNDRY,17.110361,81.818208
1477,VGRJ,RJH,SHAH MOKHDUM,24.437219,88.616511
3702,LDRI,RJK,RIJEKA,45.216889,14.570267
696,LERJ,RJL,LOGRONO,,
156,OIKR,RJN,RAFSANJAN,30.297714,56.051139
1327,EKRK,RKE,COPENHAGEN ROSKILDE,55.585567,12.131428
1154,OMRK,RKT,RAS AL KHAIMAH,25.613483,55.938817
503,BIRK,RKV,REYKJAVIK,64.13,-21.940556
597,EDOR,RLG,LAAGE AB,,
3793,ETNL,RLG,LAAGE,53.918167,12.278333
2303,YROM,RMA,ROMA,-26.545,148.775
938,HEMA,RMF,MARSA ALAM,25.557111,34.583711
1536,LIPR,RMI,RIMINI,44.020292,12.611747
2298,YREN,RMK,RENMARK,-34.118,140.404
1443,VCCC,RML,RATMALANA,6.821994,79.886208
136,PARM,RMP,RAMPART,,
2879,PRMP,RMP,RAMPART,,
1992,RCMQ,RMQ,CHING CHUAN KANG AB,24.264668,120.62058
3788,ETAR,RMS,RAMSTEIN,49.436911,7.600283
3740,ESDF,RNB,RONNEBY,56.266667,15.265
827,LFLO,RNE,ROANNE RENAISON,46.058334,4.001389
3140,RORY,RNJ,YORON,27.043964,128.401517
3989,OOGB,RNM,QARN ALAM,,
1328,EKRN,RNN,RONNE BORNHOLM,55.063267,14.759558
3607,LFRN,RNS,RENNES ST.JACQUES,48.069508,-1.734794
3392,GLRB,ROB,MONROVIA RBTS,6.233789,-10.362311
2301,YROB,ROH,ROBINHOOD,,
2387,VTUV,ROI,ROI ET,16.116761,103.773797
3891,YBRK,ROK,ROCKHAMPTON,-23.381944,150.475278
360,74V,ROL,ROOSEVELT MUN,,
1892,YSRI,ROM,RICHMOND (NSW),-33.600556,150.780833
2825,PGRO,ROP,ROTA INTERNATIONAL,14.174308,145.242536
2888,PSRO,ROR,BABELTHUAP/KOROR,,
2893,PTRO,ROR,BABELTHUAP KOROR,7.367303,134.544278
3180,SAAR,ROS,ROSARIO,-32.903611,-60.785
1067,NZRO,ROT,ROTORUA,-38.109167,176.317222
396,URRR,ROV,ROSTOV NA DONU,47.258208,39.818089
4096,LERT,ROZ,ROTA NAVY,36.645211,-6.349458
2268,YNGU,RPM,NGUKURR,,
1176,LLIB,RPN,ROSH PINA,32.981047,35.571908
1440,VARP,RPR,RAIPUR,21.180406,81.738753
3995,ORQW,RQW,QAYYARAH WEST,,
2254,YMRE,RRE,MARREE,,
1195,FIMR,RRG,RODRIGUES,-19.757658,63.360983
1469,VERK,RRK,ROURKELA,22.25665,84.814567
1370,ENRO,RRS,ROROS,62.578411,11.342347
2563,SAZR,RSA,SANTA ROSA,-36.588322,-64.275694
2304,YRSB,RSB,ROSEBERTH,,
1015,MYER,RSD,ROCK SOUND,24.8917,-76.177739
137,PARS,RSH,RUSSIAN MISSION,61.775,-161.319444
2881,PRSH,RSH,RUSSIAN MISSION,,
3113,RKJY,RSU,YEOSU,34.842328,127.61685
3551,MHRO,RTB,ROATAN,16.316814,-86.522961
1300,EHRD,RTM,ROTTERDAM,51.956944,4.437222
2306,YRTP,RTP,RUTLAND PLAINS,,
2305,YRTI,RTS,ROTTNEST ISLAND,-32.006667,115.539722
2074,UWSS,RTW,SARATOV/TSENTRAINY,51.334366,46.022952
691,HUAR,RUA,arua,3.05,30.917
3986,OIMJ,RUD,SHAHROUD,36.425094,55.104833
1092,OERK,RUH,RIYADH KING KHALED INTL,24.95764,46.698776
1219,FMEE,RUN,ST DENIS GILLOT,-20.8871,55.510308
1470,VERU,RUP,RUPSI,,
1039,NTAR,RUR,RURUTU TUBUAI ISLE,-22.434069,-151.360614
4045,SKSA,RVE,COLONIZADORES,6.916667,-71.9
1841,EFRO,RVN,ROVANIEMI,66.564822,25.830411
2272,YNRV,RVT,RAVENSTHORPE,-33.797222,120.208056
2779,SURV,RVY,RIVERA,-30.974444,-55.476111
264,UKLR,RWN,RIVNE,50.6071,26.1416
3175,RPVR,RXS,ROXAS,11.597669,122.751669
610,ENRY,RYG,MOSS/RYGGE,59.378933,10.785389
2927,OPRK,RYK,SHAIKH ZAYED,28.3839,70.279572
798,LFCY,RYN,ROYAN,45.628056,-0.9725
2558,SAWU,RZA,SANTA CRUZ,-50.01655,-68.579197
3380,EPRZ,RZE,RZESZOW JASIONKA,50.109958,22.019
2807,OINR,RZR,RAMSAR,36.909908,50.679589
139,PASA,SAG,SAGWON,63.6864,-170.493
41,OYSN,SAH,SANAA INTL,15.476258,44.219739
502,BIKR,SAK,SAUDARKROKUR,65.731667,-19.572778
300,MSLP,SAL,EL SALVADOR,13.440947,-89.055728
3550,MHLM,SAP,SAN PEDRO SULA/LA MESA,15.452639,-87.923556
1005,MYAN,SAQ,SAN ANDROS,25.053814,-78.048997
882,LTFJ,SAW,ISTANBUL SABIHA GOKCEN,40.898553,29.309219
1543,LIQS,SAY,SIENA,43.256286,11.255036
196,TFFJ,SBH,ST BARTHELEMY,17.9023,-62.8324
3432,GUSB,SBI,SAMBAILO-KOUNDARA,,
3611,LFRT,SBK,ST.BRIEUC ARMOR,48.537777,-2.854445
2929,OPSB,SBQ,SIBI,,
2317,YSII,SBR,SAIBAI ISLAND,-9.37833,142.625
3841,FASB,SBU,SPRINGBOK,-29.689333,17.939611
1514,WBGS,SBW,SIBU,2.261603,111.985322
3482,LRSB,SBZ,SIBIU,45.785597,24.091342
140,PASC,SCC,PRUDHOE BAY/DEADHORSE,70.19475,-148.465167
2320,YSPK,SCG,SPRING CREEK,,
3350,SCEL,SCL,SANTIAGO INTL,-33.392975,-70.785803
56,PACM,SCM,SCAMMON BAY,61.845278,-165.571389
2885,PSCM,SCM,SCAMMON BAY,,
2162,EDDR,SCN,SAARBRUCKEN,49.214553,7.109508
232,UATE,SCO,AKTAU,43.86005,51.091978
761,LEST,SCQ,SANTIAGO,42.896333,-8.415144
457,EGPM,SCS,SCATSTA SULLOM VOE,60.432778,-1.296111
939,MUCU,SCU,SANTIAGO,19.969769,-75.835414
3484,LRSV,SCV,SUCEAVA,47.6875,26.354056
1549,UUYY,SCW,SYKTYVKAR,61.64705,50.84505
3685,SEST,SCY,SAN CRISTOBAL,-0.910206,-89.61745
1946,ORBS,SDA,SADDAM INTL,,
3894,ORBI,SDA,BAGHDAD-INTL,33.262539,44.234578
3824,FALW,SDB,LANGERBAANWEG CENTRAL FLYING S,-32.968889,18.160278
1257,FNUB,SDD,LUBANGO,-14.924733,13.575022
3190,SANE,SDE,SANTIAGO DEL ESTERO,-27.765617,-64.310122
2796,OICS,SDG,SANANDAJ,35.245856,47.009247
3103,RJSS,SDJ,SENDAI,38.139722,140.916944
1517,WBKS,SDK,SANDAKAN,5.900897,118.059486
3761,ESNN,SDL,SUNDSVALL-HARNOSAND,62.528125,17.443928
1372,ENSD,SDN,SANDANE ANDA,61.83,6.10583
141,PASD,SDP,SAND POINT,55.315,-160.523
3545,MDSD,SDQ,SANTO DOMINGO,18.429664,-69.668925
768,LEXJ,SDR,SANTANDER,43.427064,-3.820006
2934,OPSS,SDT,SAIDU SHARIF,34.813556,72.352814
3316,SBRJ,SDU,SANTOS DUMONT,-22.910461,-43.163133
1179,LLSD,SDV,TEL AVIV SDE DOV,32.114661,34.782239
952,HLLS,SEB,SEBHA,26.986964,14.472525
416,EGMC,SEN,SOUTHEND,51.571389,0.695556
2034,UKCS,SEV,SEVERODONETS'K,,
3425,GQNS,SEY,SELIBABI,15.179692,-12.207272
2462,FSIA,SEZ,SEYCHELLES INT,-4.674342,55.521839
2137,DTTX,SFA,SFAX THYNA,34.717953,10.690972
2007,TFFC,SFC,SAINT FRANCOIS,16.2578,-61.2625
180,SVSR,SFD,SAN FERNANDO,7.883317,-67.444025
493,BGSF,SFJ,KANGERLUSSUAQ,67.016969,-50.689325
3181,SAAV,SFN,SANTA FE-SAUCE VIEJO,-31.711666,-60.811668
3526,LTCH,SFQ,SANLIURFA,37.094261,38.847103
3142,RPLB,SFS,SUBIC BAY INTL,14.7944,120.271
3764,ESNS,SFT,SKELLEFTEA,64.624772,21.076892
404,USRR,SGC,SURGUT,61.343694,73.401842
1329,EKSB,SGD,SONDERBORG,54.964367,9.791731
2170,EDGS,SGE,SIEGERLAND,50.707658,8.082969
719,MM26,SGM,SAN IGNACIO 1,,
2663,VVTS,SGN,HO CHI MINH CITY,10.818797,106.651856
2311,YSGE,SGO,ST GEORGE,-28.0497,148.595
2314,YSHG,SGP,SHAY GAP,,
79,PAGY,SGY,SKAGWAY,59.4601,-135.316
2382,VTSH,SGZ,SONGKHLA,7.186564,100.608031
2954,ZSSS,SHA,SHANGHAI-HONGQIAO,31.197875,121.336319
280,RJCN,SHB,NAKASHIBETSU,43.5775,144.96
672,HASR,SHC,SHIRE,,
2968,ZYTX,SHE,SHENYANG TAOXIAN,41.3824,123.2901
2931,OPSF,SHF,KARACHI-SHAREA FAISAL,,
74,PAGH,SHG,SHUNGNAK,66.888056,-157.1625
2886,PSHG,SHG,SHUNGNAK,,
142,PASH,SHH,SHISHMAREF,66.2496,-166.089
3139,RORS,SHI,SHIMOJISHIMA,24.826667,125.144722
1155,OMSJ,SHJ,SHARJAH,25.328575,55.51715
1756,RJBD,SHM,NANKI SHIRAHAMA,33.662222,135.364444
3114,RKND,SHO,SOKCHO,38.142614,128.598556
2321,YSPT,SHQ,SOUTHPORT,,
2316,YSHT,SHT,SHEPPARTON,,
1095,OESH,SHW,SHARURAH,17.466875,47.121431
2887,PSHX,SHX,SHAGELUK,,
1962,PAHX,SHX,SHAGELUK,62.692222,-159.569167
690,HTSY,SHY,"SHINYANGA,TAN",-3.667,33.417
3530,LTCM,SIC,SINOP,42.0158,35.0664
3435,GVAC,SID,SAL-AMILCAR CABRAL,16.741389,-22.949444
3465,LPSI,SIE,SINES,,
899,VNSI,SIF,SIMARA,27.159456,84.980122
203,TJIG,SIG,SAN JUAN ISLE GRANDE,18.456828,-66.098139
2882,PRSI,SIG,FERNANDO LUIS RIBAS DOMINICCI,,
3402,GMMF,SII,SIDI IFNI,,
3260,WSSS,SIN,SINGAPORE INTL,1.350189,103.994433
2318,YSMI,SIO,SMITHTON,,
259,UKFF,SIP,SIMFEROPOL,45.052222,33.975139
3490,LSGS,SIR,SION,46.219592,7.326764
3842,FASS,SIS,SISHEN,-27.648606,22.999278
143,PASI,SIT,SITKA,57.047138,-135.361611
2312,YSGT,SIX,SINGLETON,,
2752,SPJN,SJA,SAN JUAN DE MARCONA,,
3235,MMSD,SJD,SAN JOSE DEL CABO,23.15185,-109.721044
2712,SKSJ,SJE,SAN JOSE DEL GUAVAIRE,2.579694,-72.639358
3160,RPUH,SJI,SAN JOSE,12.361517,121.046639
3469,LQSA,SJJ,SARAJEVO,43.824583,18.331467
3320,SBSJ,SJK,SAO JOSE DOS CAMPOS,-23.228172,-45.862739
3333,SBUA,SJL,SAO GABRIEL DA CACHOEIRA,-0.148419,-66.985589
299,MROC,SJO,ALAJUELA SANTA MARIA,9.993861,-84.208806
3325,SBSR,SJP,SAO JOSE DO RIO PRETO,-20.816567,-49.406511
207,TJSJ,SJU,SAN JUAN LUIS MUNOZ MARIN INTL,18.439417,-66.001833
2883,PRSJ,SJU,LUIS MUNOZ MARIN INTL,,
2343,ZBSJ,SJW,SHIJIAZHUANG ZHENGDING,38.280686,114.6973
1843,EFSI,SJY,SEINAJOKI,62.6921,22.8323
3466,LPSJ,SJZ,SAO JORGE,38.6655,-28.175817
209,TKPK,SKB,ST.KITTS ROBERT L BRADSHAW,17.311194,-62.718667
414,UTSS,SKD,SAMARKAND,39.700547,66.983829
1376,ENSN,SKE,SKIEN GEITERYGGEN,59.185,9.566944
3664,LGTS,SKG,THESSALONIKI MAKEDONI,40.519725,22.97095
1375,ENSK,SKN,STOKMARKNES-SKAGEN,68.580833,15.026111
2123,DNSO,SKO,SOKOTO ABUBAKAR,12.916322,5.207189
886,LWSK,SKP,SKOPJE,41.961622,21.621381
669,HASK,SKR,SHAKISO,,
1331,EKSP,SKS,VOJENS SKRYDSTRUP,55.225553,9.263931
3991,OPST,SKT,SIALKOT INTL,32.5356,74.3639
3663,LGSY,SKU,SKYROS,38.967553,24.487228
681,HESC,SKV,ST CATHERINE,28.685278,34.0625
2932,OPSK,SKZ,SUKKUR,27.721989,68.791683
3202,SASA,SLA,SALTA,-24.855978,-65.486169
3224,LZSL,SLD,SLIAC,48.637839,19.134108
1097,OESL,SLF,SULAYEL,20.464744,45.619644
1213,FLSW,SLI,SOLWEZI,-12.1737,26.3651
1948,P19,SLJ,STELLAR,,
1159,OOSA,SLL,SALALAH,17.038719,54.091297
759,LESA,SLM,SALAMANCA,40.952117,-5.501986
3236,MMSP,SLP,SAN LUIS POTOSI,22.254303,-100.930806
145,PASL,SLQ,SLEETMUTE,61.700566,-157.165833
210,TLPC,SLU,GEORGE F L CHARLES,14.020228,-60.992936
3577,MMIO,SLW,SALTILLO-PLAN DE GUADALUPE,25.549497,-100.928669
2057,USDD,SLY,SALEKHARD,66.590753,66.611042
3321,SBSL,SLZ,SAO LUIS-MARECHAL CUNHA MACHAD,-2.585361,-44.234139
1188,LPAZ,SMA,SANTA MARIA,36.97139,-25.170639
3661,LGSM,SMI,SAMOS,37.689999,26.911667
44,P5S8,SMK,ST. MICHAEL,,
107,PAMK,SMK,ST. MICHAEL,63.49,-162.110278
146,PASM,SMK,ST MICHAEL,62.0605,-163.302
1022,MYLS,SML,STELLA MARIS,23.581444,-75.270475
2713,SKSM,SMR,SANTA MARTA,11.11965,-74.230647
1224,FMMS,SMS,SAINTE MARIE,-17.093889,49.815834
3495,LSZS,SMV,SAMEDAN,46.534075,9.884106
1889,YSNB,SNB,SNAKE BAY,,
3377,SESA,SNC,SALINAS-GENERAL ULPIANO PAEZ,-2.204994,-80.988878
179,SVSP,SNF,SUB TENIENTE NESTOR ARIAS,10.278728,-68.755211
2319,YSPE,SNH,STANTHROPE,,
998,MUSJ,SNJ,SAN JULIAN,,
1317,EINN,SNN,SHANNON,52.701978,-8.924817
2656,VTUI,SNO,SAKON NAKHON-BAN KHAI,17.195142,104.118625
147,PASN,SNP,ST. PAUL ISLAND,57.167333,-170.220444
3614,LFRZ,SNR,ST.NAZAIRE MONTOIR,47.312189,-2.149181
997,MUSC,SNU,SANTA CLARA,22.492192,-79.943611
3921,VYTD,SNW,THANDWE,18.460731,94.300119
3319,SBSC,SNZ,RIO DE JANEIRO-SANTA CRUZ AB,-22.93235,-43.719092
3669,LHSM,SOB,SARMELLEK BALATON,46.686389,17.159056
1503,WARQ,SOC,SOLO ADI SUMARMO WIRYOKUSUMO,-7.516089,110.756892
1145,LBSF,SOF,SOFIA,42.695194,23.406167
1373,ENSG,SOG,SOGNDAL,61.1561,7.13778
1378,ENSR,SOJ,SORKJOSEN,69.7868,20.9594
181,SVST,SOM,SAN TOME,8.945147,-64.151083
1047,NVSS,SON,SANTO/PEKOA,-15.505033,167.219742
611,ESCL,SOO,SODERHAMN AB,,
3768,ESNY,SOO,SODERHAMN,,
1507,WASS,SOQ,SORONG JEFMAN,-0.926358,131.121194
3096,RJSD,SOS,SADO,38.060181,138.413928
1844,EFSO,SOT,SODANKYLA,67.395033,26.619133
1885,EGHI,SOU,SOUTHAMPTON,50.950261,-1.356803
1872,EGER,SOY,STRONWAY,59.1553,-2.64139
818,LFKS,SOZ,SOLENZARA VENTISERI,41.924416,9.406
2078,GCLA,SPC,LA PALMA,28.626478,-17.755611
1478,VGSD,SPD,SAIDPUR,25.759228,88.908869
281,RJCO,SPK,SAPPORO,43.1161,141.38
3787,ETAD,SPM,SPANGDAHLEM,49.972667,6.6925
2826,PGSN,SPN,FRANCISCO C.ADA/SAIPAN INTL,15.119003,145.729356
1250,FNME,SPP,MENONGUE,-14.657583,17.719833
3704,LDSP,SPU,SPLIT,43.538944,16.297964
1785,DISP,SPY,SAN PEDRO,4.746717,-6.660817
2310,YSCR,SQC,SOUTHERN CROSS,,
614,ESPD,SQO,STORUMAN,,
617,ESUD,SQO,STORUMAN,64.960894,17.696583
3803,EYSA,SQQ,SIAULIAI INTL,55.893886,23.394975
607,EKSV,SQW,SKIVE,56.550208,9.172983
3597,EGXP,SQZ,SCAMPTON,53.307778,-0.550833
2729,SLSU,SRE,SUCRE-JUANA AZURDUY DE PADILLA,-19.007083,-65.288747
1505,WARS,SRG,SEMARANG/AKHMAD YANI,-6.971447,110.374122
2465,FTTA,SRH,SARH,9.14444,18.3744
2322,YSRN,SRN,STRAHAN,-42.155,145.292
1377,ENSO,SRP,STORD SORSTOKKEN,59.791925,5.34085
2715,SKSR,SRS,SAN MARCOS,,
1140,HUSO,SRT,SOROTI,1.727578,33.622861
2889,PSRV,SRV,STONY RIVER 2,,
334,HLGD,SRX,SIRTE GARDABYA,31.0635,16.595
683,HLRF,SRX,JAREF/SIRTIE,,
1761,OINZ,SRY,DASHTE-NAZ,36.635833,53.193611
2725,SLET,SRZ,SANTA CRUZ-EL TROMPILLO,,
3327,SBSV,SSA,SALVADOR LUIS EDUAR/MAGAIHAES,-12.910994,-38.331044
1192,FGSL,SSG,MALABO-SANTA ISABEL,3.755267,8.708717
312,HESH,SSH,SHARM EL SHEIKH,,
1380,ENST,SSJ,SANDNESSJOEN,65.956828,12.468944
3121,RKSM,SSN,SEOUL AB,37.445833,127.113889
520,CSR8,SSQ,LA SARRE,,
2001,SR8C,SSQC,LA SARRE,,
706,LTAQ,SSX,SAMSUN,,
3326,SBST,SSZ,SANTOS AB,-23.925206,-46.2875
1334,EKVJ,STA,STAUNING,55.990122,8.353906
2004,SVSZ,STB,SANTA BARBARA DEL ZULIA,8.974425,-71.943014
178,SVSO,STD,SANTO DOMINGO,7.565111,-72.035125
717,MDST,STI,CIBAO INTL,19.406092,-70.604689
3323,SBSN,STM,SANTAREM,-2.422431,-54.792789
469,EGSS,STN,LONDON STANSTED,51.885,0.235
2163,EDDS,STR,STUTTGART,48.689878,9.221964
199,TIST,STT,CYRIL E KING,18.337306,-64.973361
1151,VASU,STV,SURAT,21.114061,72.741792
395,URMT,STW,STAVROPOL,45.109165,42.112778
200,TISX,STX,HENRY E ROHLSEN,17.701889,-64.798556
2636,VSTX,STX,ALEXANDER HAMILTON,,
4049,SUSO,STY,SALTO NUEVA HESPERIDES INTL,-31.438481,-57.985294
2977,WRSJ,SUB,SURABAYA(Juanda),,
1504,WARR,SUB,SURABAYA JUANDA,-7.379831,112.786858
3678,LICA,SUF,LAMEZIA TERME,38.905394,16.242269
242,UGSS,SUI,SUKHUMI BABUSHRA,42.87,41.12
3483,LRSM,SUJ,SATU MARE,47.703275,22.8857
1945,OPSU,SUL,SUI,28.645142,69.176917
1996,S21,SUO,SUNRIVER,,
1028,NFNA,SUV,NAUSORI INTERNATIONAL,-18.043267,178.559228
1234,FMNS,SVB,SAMBAVA SOUTH,-14.278611,50.174721
221,TVSV,SVD,ST.VINCENT,13.144306,-61.210861
946,ENZV,SVG,STAVANGER SOLA,58.876778,5.637856
3107,SKSV,SVI,SAN VINCENTE,2.152175,-74.76635
1374,ENSH,SVJ,SVOLVAER-HELLE,68.2433,14.6692
1842,EFSA,SVL,SAVONLINNA,61.943064,28.945136
1393,UUEE,SVO,MOSCOW-SHEREMETYEVO,55.972642,37.414589
1247,FNKU,SVP,KUITO,-12.404633,16.947414
770,LEZL,SVQ,SEVILLE,37.418,-5.893106
148,PASV,SVW,SPARREVOHN LRRS,61.097369,-155.574228
405,USSS,SVX,YEKATERINBURG KOLTSOVO,56.743108,60.802728
177,SVSA,SVZ,SAN ANTONIO,7.840831,-72.439742
4098,ZGOW,SWA,WAISHA,23.4,116.683
2325,YSWL,SWC,STAWELL,,
1907,PAWD,SWD,SEWARD,,
2324,YSWH,SWH,SWAN HILL,,
1877,EGFH,SWS,SWANSEA,51.605333,-4.067833
4012,RKSW,SWU,SUWON,37.239406,127.007053
634,FBSW,SWX,SHAKAWE,-18.3739,21.8326
3623,LFST,SXB,STRASBOURG ENTZHEIM,48.538319,7.628233
4065,YMES,SXE,EAST SALE (MILITARY),-38.098889,147.149444
2150,EDDB,SXF,BERLIN-SCHONEFELD,52.380001,13.5225
2793,OIBS,SXI,SIRRI ISLAND,25.908869,54.5394
1318,EISG,SXL,SLIGO,54.280214,-8.599206
215,TNCM,SXM,ST.MAARTEN,18.040953,-63.1089
2736,SNFX,SXO,SAO FELIX DO XINGU,-6.641389,-51.952222
149,PASX,SXQ,SOLDOTNA,,
2607,VISR,SXR,SRINAGAR,33.987139,74.77425
724,N23,SXY,SIDNEY MUN,,
3529,LTCL,SXZ,SIIRT,37.978886,41.840436
150,PASY,SYA,EARECKSON AIR STATION,52.712275,174.11362
1893,YSSY,SYD,SYDNEY,-33.946111,151.177222
157,OIKY,SYJ,SIRJAN,29.550933,55.672708
3104,RJSY,SYO,SHONAI,38.812222,139.787222
826,LFLN,SYT,ST.YAN,46.412536,4.013264
924,ZGSY,SYX,FENGHUANG,,
2355,ZJSY,SYX,SANYA PHOENIX,18.302897,109.412272
459,EGPO,SYY,STORNOWAY,58.215556,-6.331111
2808,OISS,SYZ,SHIRAZ INTL,29.539242,52.589786
1255,FNSO,SZA,SOYO,-6.141086,12.371764
3256,WMSA,SZB,SUBANG ABDUL AZIZ SHAH,3.130583,101.549333
471,EGSY,SZD,SHEFFIELD CITY,53.394256,-1.388486
881,LTFH,SZF,SAMSUN CARSAMBA,41.2545,36.5671
1186,LOWS,SZG,SALZBURG,47.793304,13.004333
3843,FASZ,SZK,SKUKUZA,-24.960944,31.588731
2184,EDOP,SZW,SCHWERIN-PARCHIM,53.426997,11.783436
2351,ZGSZ,SZX,SHENZHEN BOAN,22.639258,113.810664
3382,EPSY,SZY,SZCZYTNO SZYMANY,,
3381,EPSC,SZZ,SZCZECIN GOLENIOW,53.584731,14.902206
219,TTCP,TAB,SCARBOROUGH CROWN PT,11.149658,-60.832194
3167,RPVA,TAC,TACLOBAN-DANIEL Z ROMUALDEZ,11.227628,125.027758
3125,RKTN,TAE,DAEGU,35.894108,128.658856
1580,DAOL,TAF,ORAN TAFARAOUI,35.542444,-0.532278
3176,RPVT,TAG,TAGBILARAN,9.66408056,123.853247
3964,NVVW,TAH,WHITE GRASS,,
42,OYTZ,TAI,TAIZ GANED,13.685964,44.139056
3093,RJOT,TAK,TAKAMATSU,34.214167,134.015556
151,PATA,TAL,TANANA - RALPH M CALHOUN MEML,,
3240,MMTM,TAM,TAMPICO,22.29645,-97.865931
2953,ZSQD,TAO,QINGDAO,36.266108,120.374436
282,MMTP,TAP,TAPACHULA,14.794339,-92.370025
3674,LIBG,TAR,TARANTO-GROTTAGLIE,40.517514,17.403212
1390,UTTT,TAS,TASHKENT,41.257861,69.281186
3225,LZTT,TAT,POPRAD,49.073594,20.241142
2780,SUTB,TAW,TACUAREMBO,,
1818,EETU,TAY,TARTU ULENURME,58.307461,26.690428
409,UTAT,TAZ,DASHOGUZ,41.764722,59.833056
2904,VVTH,TBB,DONG TAC,13.04955,109.333706
2131,DTKA,TBJ,TABARKA,36.978333,8.876389
2328,YTBR,TBK,TIMBER CREEK,,
1134,HTTB,TBO,TABORA,-5.07639,32.8333
2754,SPME,TBP,TUMBES-PEDRO CANGA,-3.552528,-80.381356
241,UGGG,TBS,TBILISI LOCHINI,,
243,UGTB,TBS,TBILISI LOCHINI,41.669167,44.954722
3331,SBTT,TBT,TABATINGA,-4.255669,-69.935828
1029,NFTF,TBU,FUA'AMOTU INTERNATIONAL,-21.241214,-175.149644
2810,OITT,TBZ,TABRIZ,38.133889,46.235
1396,YTNK,TCA,TENNANT CREEK,-19.6344,134.183
1006,MYAT,TCB,TREASURE CAY,26.745336,-77.391269
3485,LRTC,TCE,TULCEA,45.062486,28.714311
2685,SKCO,TCO,TUMACO,1.814417,-78.749228
314,HETB,TCP,TABA,29.587778,34.778056
2761,SPTN,TCQ,CORONEL FAP CARLOS CIRIANI,-18.053333,-70.275833
1397,YTOC,TCW,TOCUMWAL,,
160,OIMT,TCX,TABAS,33.66775,56.892675
2731,SLTR,TDD,TRINIDAD-JORGE ARAUZ,-14.818739,-64.918019
2565,SAZT,TDL,TANDIL,-37.237392,-59.227922
1332,EKTS,TED,THISTED,57.0688,8.705225
1575,DABS,TEE,TEBESSA,35.431611,8.120717
2337,YTEF,TEF,TELFER,-21.713057,122.21222
2329,YTEM,TEM,TEMORA,,
709,LTBU,TEQ,CORLU AB,41.13825,27.919094
152,PATE,TER,TELLER,65.240278,-166.339444
3458,LPLA,TER,LAJES,38.761842,-27.090797
